Aux out [V]	Aux in [V]	PDH out [a.u.]
-5.6973E-1	4.5353E-1	9.7800E+2
-5.6785E-1	4.4139E-1	8.1500E+2
-5.6597E-1	4.2924E-1	7.4800E+2
-5.6408E-1	4.1758E-1	8.5000E+2
-5.6197E-1	4.0519E-1	1.2290E+3
-5.6008E-1	3.9450E-1	7.2400E+2
-5.5820E-1	3.8284E-1	9.5900E+2
-5.5632E-1	3.7288E-1	9.4400E+2
-5.5444E-1	3.6073E-1	9.1600E+2
-5.5232E-1	3.5296E-1	1.2460E+3
-5.5043E-1	3.4178E-1	1.0400E+3
-5.4855E-1	3.3085E-1	7.0000E+2
-5.4667E-1	3.2259E-1	5.4300E+2
-5.4479E-1	3.1287E-1	5.0000E+2
-5.4291E-1	3.0534E-1	1.1280E+3
-5.4079E-1	2.9733E-1	8.3000E+2
-5.3890E-1	2.9368E-1	4.8300E+2
-5.3702E-1	2.8445E-1	1.1030E+3
-5.3514E-1	2.8008E-1	6.1800E+2
-5.3326E-1	2.7983E-1	-4.9600E+2
-5.3114E-1	2.7279E-1	9.1500E+2
-5.2926E-1	2.6380E-1	2.6700E+2
-5.2737E-1	2.6356E-1	-9.1200E+2
-5.2549E-1	2.6502E-1	6.4800E+2
-5.2361E-1	2.5603E-1	6.6900E+2
-5.2149E-1	2.5919E-1	-3.1700E+2
-5.1961E-1	2.8907E-1	-1.1460E+3
-5.1773E-1	2.5967E-1	7.0700E+2
-5.1584E-1	2.5336E-1	-6.3000E+1
-5.1396E-1	2.8591E-1	-3.1530E+3
-5.1184E-1	2.9052E-1	3.2920E+3
-5.0996E-1	2.4242E-1	6.4800E+2
-5.0808E-1	2.3198E-1	7.6000E+1
-5.0620E-1	2.2906E-1	7.9000E+1
-5.0431E-1	2.2469E-1	-1.7700E+2
-5.0220E-1	2.2809E-1	-6.8300E+2
-5.0031E-1	2.3368E-1	-2.4900E+2
-4.9843E-1	2.2833E-1	-4.0000E+0
-4.9655E-1	2.2785E-1	2.1100E+2
-4.9467E-1	2.2979E-1	-7.1000E+1
-4.9278E-1	2.3198E-1	-6.4300E+2
-4.9067E-1	2.3684E-1	-1.4500E+2
-4.8878E-1	2.3756E-1	-8.2800E+2
-4.8690E-1	2.4412E-1	-1.0500E+3
-4.8502E-1	2.4752E-1	-8.5400E+2
-4.8314E-1	2.5408E-1	-1.0630E+3
-4.8102E-1	2.6186E-1	-1.6400E+2
-4.7914E-1	2.6769E-1	3.6000E+1
-4.7725E-1	2.7425E-1	-8.2900E+2
-4.7537E-1	2.8226E-1	-7.1000E+1
-4.7349E-1	2.9052E-1	-8.4500E+2
-4.7137E-1	2.9781E-1	-5.0900E+2
-4.6949E-1	3.0777E-1	-9.9800E+2
-4.6761E-1	3.1627E-1	-9.9600E+2
-4.6572E-1	3.2599E-1	-1.1600E+3
-4.6384E-1	3.3620E-1	-4.5100E+2
-4.6172E-1	3.4616E-1	-8.6900E+2
-4.5984E-1	3.5733E-1	-1.1770E+3
-4.5796E-1	3.6996E-1	-8.8200E+2
-4.5607E-1	3.7919E-1	-1.4690E+3
-4.5419E-1	3.9110E-1	-6.9600E+2
-4.5207E-1	4.0397E-1	-1.1050E+3
-4.5019E-1	4.1515E-1	-1.3830E+3
-4.4831E-1	4.2851E-1	-1.0150E+3
-4.4643E-1	4.3944E-1	-1.1000E+3
-4.4454E-1	4.5086E-1	-5.2900E+2
-4.4266E-1	4.6374E-1	-1.5550E+3
-4.4054E-1	4.7612E-1	-1.0180E+3
-4.3866E-1	4.8851E-1	-1.0580E+3
-4.3678E-1	4.9969E-1	-7.2800E+2
-4.3490E-1	5.1135E-1	-1.4790E+3
-4.3301E-1	5.2325E-1	-9.8500E+2
-4.3090E-1	5.3540E-1	-5.6900E+2
